video,frame_idx,true_label,stage1_detected,pred_label,pred_conf,correct_strict,pred_label_operational,correct_operational,operational_nothing_policy_applied,localization_failure,target_detection_failure,recognition_failure,target_x1,target_y1,target_x2,target_y2,target_iou_with_prev_detected_pair,target_iou_with_prev_zero_missing,stage1_latency_ms,roi_crop_ms,target_preprocess_ms,target_model_call_ms,target_postprocess_ms,component_sum_e2e_ms
A.MOV,0,A,True,G,0.7448887825012207,False,G,False,False,False,False,True,901.0,220.0,1125.0,443.72364807128906,,,7144.13352699998,0.0063320003391709,0.3050599998459802,1784.3490599998404,0.3386990001672529,8929.132678000173
A.MOV,1,A,True,G,0.7987398505210876,False,G,False,False,False,False,True,896.0,220.0,1120.0,443.7301940917969,0.956304507766397,0.956304507766397,16.098302000017384,0.0065449999055999,0.3210149998267297,14.642653000009886,0.2597970001261274,31.328311999885727
A.MOV,2,A,True,G,0.7709221839904785,False,G,False,False,False,False,True,895.0,224.0,1119.0,447.7134552001953,0.9565134165020036,0.9565134165020036,15.95690800002103,0.0086929999270068,0.2268719999847235,14.240078999591788,0.2040220001617854,30.63657399968633
A.MOV,3,A,True,G,0.7566863894462585,False,G,False,False,False,False,True,882.0,226.0,1106.0,449.7283782958984,0.8753140838762605,0.8753140838762605,15.504192000008745,0.0073070000325969,0.2019610001298133,14.24809499985713,0.2326979997633316,30.19425299979161
A.MOV,4,A,True,G,0.8333086967468262,False,G,False,False,False,False,True,878.0,229.0,1102.0,452.71099853515625,0.939884579638318,0.939884579638318,14.527304000012007,0.0091300003077776,0.2161160000468953,14.400235999801223,0.2243250000901753,29.377111000258083
A.MOV,5,A,True,G,0.8448776602745056,False,G,False,False,False,False,True,872.0,234.0,1096.0,457.7138977050781,0.907407795079622,0.907407795079622,14.215843999977553,0.0091520000751188,0.1951090002876299,14.379448999989108,0.2219269999841344,29.021481000313543
A.MOV,6,A,True,G,0.8581987619400024,False,G,False,False,False,False,True,869.0,234.0,1093.0,457.7063293457031,0.9735357808762476,0.9735357808762476,14.174013999991075,0.0083859999904234,0.2045820001512766,14.2359880001095,0.2185920002375496,28.841562000479826
A.MOV,7,A,True,G,0.7549033164978027,False,G,False,False,False,False,True,870.0,231.0,1093.958251953125,454.6183624267578,0.9647875578847596,0.9647875578847596,14.517385999994303,0.0076910000643692,0.1974300002984819,14.356119000240142,0.2220970000053057,29.3007230006026
A.MOV,8,A,True,G,0.8609870672225952,False,G,False,False,False,False,True,871.0,228.0,1095.0,451.7048034667969,0.9651818092646794,0.9651818092646794,14.56688499999359,0.0085000001490698,0.2040300000771822,14.561668999704125,0.2542119996178371,29.595295999541804
A.MOV,9,A,True,G,0.8055362701416016,False,G,False,False,False,False,True,877.0,224.0,1101.0,447.7245178222656,0.9154449328147276,0.9154449328147276,14.002902000015638,0.0085689998741145,0.1869870002337847,14.233585000056337,0.2075430002150824,28.63958600039496
A.MOV,10,A,True,G,0.870455801486969,False,G,False,False,False,False,True,885.0,223.0,1109.0,446.7293395996094,0.9230510436426584,0.9230510436426584,13.985996999991812,0.0085759998000867,0.2180309998038865,14.276835000146091,0.2229080000688554,28.71234699981073
A.MOV,11,A,True,G,0.8741429448127747,False,G,False,False,False,False,True,888.0,222.0,1112.0,445.7211456298828,0.9649823833824348,0.9649823833824348,14.276258999984748,0.0099030003184452,0.1924709999912011,14.35954099997616,0.2254770001854922,29.063651000456048
A.MOV,12,A,True,G,0.8366633057594299,False,G,False,False,False,False,True,890.0,223.0,1114.0,446.72174072265625,0.9736326147621482,0.9736326147621482,14.20429899999931,0.0085390001913765,0.1873380001597979,14.292591999947035,0.2227439999842317,28.91551200028175
