video,frame_idx,true_label,stage1_detected,pred_label,pred_conf,correct_strict,pred_label_operational,correct_operational,operational_nothing_policy_applied,localization_failure,recognition_failure,stage1_latency_ms,roi_crop_ms,preprocess_ms,model_call_ms,postprocess_ms,component_sum_e2e_ms
A.MOV,0,A,True,A,0.9439789056777954,True,A,True,False,False,False,2314.646152000023,0.0077830000009271,11.4694920000602,313.08496899987404,13.328588999911515,2652.5369849998697
A.MOV,1,A,True,A,0.9646763801574708,True,A,True,False,False,False,15.75530599996,0.01100199983739,2.498676999948657,22.079148000102577,0.0972689999798603,40.441401999828486
A.MOV,2,A,True,A,0.9849534034729004,True,A,True,False,False,False,14.265251000097123,0.007968000090841,2.147476999880382,21.957329000088063,0.1101389998439117,38.48816400000032
A.MOV,3,A,True,A,0.9489231705665588,True,A,True,False,False,False,15.576817999999548,0.0078969999321998,2.191442000139432,21.985178000022643,0.1187919999665609,39.880127000060384
A.MOV,4,A,True,A,0.7040159702301025,True,A,True,False,False,False,15.259453999988182,0.0090580001597118,2.2301070000594336,22.01411700002609,0.0983879999694181,39.61112400020284
A.MOV,5,A,True,A,0.8531245589256287,True,A,True,False,False,False,14.34440800005632,0.0082799999745475,1.559975999953167,22.097516000030737,0.1164589998552401,38.12663899987001
A.MOV,6,A,True,A,0.870454728603363,True,A,True,False,False,False,14.118871000050603,0.0087890000486368,1.7034340000918746,22.057295999957205,0.0948720000906178,37.98326200023894
A.MOV,7,A,True,A,0.7012717723846436,True,A,True,False,False,False,14.18527400005587,0.0071239999215322,2.226368000037837,21.98996199990688,0.0984670000434562,38.50719499996558
A.MOV,8,A,True,A,0.6335986852645874,True,A,True,False,False,False,13.990977000048588,0.0081770001543191,2.249597999934849,22.01308600001539,0.0932329999159264,38.355071000069074
A.MOV,9,A,True,A,0.6573783159255981,True,A,True,False,False,False,14.177203000031112,0.0080410000009578,2.2287100000539795,22.00083599996105,0.0943180000376742,38.50910800008478
A.MOV,10,A,True,A,0.8305246829986572,True,A,True,False,False,False,14.358916999981377,0.0080299998899135,2.576726999905077,22.13111600008233,0.1127399998495093,39.18752999970821
A.MOV,11,A,True,A,0.8636061549186707,True,A,True,False,False,False,14.44177700000182,0.0093810001544625,2.393214999983684,22.04445699999269,0.1086739998754637,38.99750400000812
A.MOV,12,A,True,A,0.8647891879081726,True,A,True,False,False,False,14.126335000014478,0.0068199999532225,1.4767259999644011,21.97228099998938,0.0966490001701458,37.67881100009163
A.MOV,13,A,True,A,0.7415862083435059,True,A,True,False,False,False,14.28153899996687,0.0081209998370468,2.332075000140321,22.0207610000216,0.1023919999170175,38.74488799988285
A.MOV,14,A,True,A,0.7530862092971802,True,A,True,False,False,False,14.289427000107937,0.0074270001277909,2.2105129999090423,21.96808500002589,0.0993440000911505,38.57479600026181
A.MOV,15,A,True,A,0.6597962975502014,True,A,True,False,False,False,14.483447999964485,0.0075489999744604,2.3677060000864003,22.394038999891563,0.0970840001173201,39.34982600003423
A.MOV,16,A,True,A,0.7060953974723816,True,A,True,False,False,False,14.056929000048513,0.0080099998740479,1.542528000072707,21.97244199987836,0.0934180000058404,37.67332699987946
A.MOV,17,A,True,A,0.5655304789543152,True,A,True,False,False,False,14.197462999959498,0.0078129999110387,2.201029999923776,22.0556280000892,0.0998709999748825,38.5618049998584
A.MOV,18,A,True,A,0.5412594079971313,True,A,True,False,False,False,14.020765999930518,0.0071749998369341,2.203307999934623,22.11592600019685,0.0969709999480983,38.444145999847024
A.MOV,19,A,True,A,0.5951553583145142,True,A,True,False,False,False,14.262819000009586,0.0064460000430699,1.5095109999947454,22.0009619999928,0.0985280000804778,37.87826600012068
A.MOV,20,A,True,A,0.6761706471443176,True,A,True,False,False,False,14.504838999982894,0.0071540000590175,1.600655999936862,22.001150000050984,0.108619999991788,38.222419000021546
A.MOV,21,A,True,A,0.9558730721473694,True,A,True,False,False,False,14.23502800003007,0.0086590000591968,1.551937000158432,22.02348599985271,0.094609000143464,37.91371900024387
A.MOV,22,A,True,A,0.9451343417167664,True,A,True,False,False,False,14.342306000003193,0.007369999821094,1.5558799998416362,21.98156599979484,0.0947880000694567,37.98190999953022
