video,frame_idx,true_label,stage1_detected,pred_label,pred_conf,correct_strict,pred_label_operational,correct_operational,operational_nothing_policy_applied,localization_failure,recognition_failure,stage1_latency_ms,roi_crop_ms,preprocess_ms,model_call_ms,postprocess_ms,component_sum_e2e_ms
A.MOV,0,A,True,G,0.9132981896400452,False,G,False,False,False,True,2314.646152000023,0.0058650000482884,0.3615169998738565,646.4587210000445,5.962835999980598,2967.4350909999703
A.MOV,1,A,True,G,0.9268035292625428,False,G,False,False,False,True,15.75530599996,0.1382840000587748,0.2782239998850855,7.998090000000957,0.1334260000476206,24.30332999995244
A.MOV,2,A,True,G,0.9477723836898804,False,G,False,False,False,True,14.265251000097123,0.0239230000715906,0.1861099999587168,7.378378000112207,0.1258550000784453,21.979517000318083
A.MOV,3,A,True,G,0.9420089721679688,False,G,False,False,False,True,15.576817999999548,0.0074419999691599,0.188437999895541,7.285467000201606,0.1346880001165118,23.192853000182367
A.MOV,4,A,True,G,0.9500240683555604,False,G,False,False,False,True,15.259453999988182,0.0084499999957188,0.2089729998715483,7.403621999856114,0.1278469999306253,23.008345999642188
A.MOV,5,A,True,G,0.9248263835906982,False,G,False,False,False,True,14.34440800005632,0.008172999969247,0.1985250000871019,7.356846999982736,0.1274559999728808,22.035409000068285
A.MOV,6,A,True,G,0.9464699029922484,False,G,False,False,False,True,14.118871000050603,0.005587000032392,0.1866640000116604,7.366846999957488,0.1453059999221295,21.82327499997428
A.MOV,7,A,True,G,0.9287579655647278,False,G,False,False,False,True,14.18527400005587,0.0078870000379538,0.2295560000220575,7.3106190000089555,0.1308280000102968,21.864164000135133
A.MOV,8,A,True,G,0.8809367418289185,False,G,False,False,False,True,13.990977000048588,0.0066110001171182,0.2118909999353491,7.254538000097455,0.126796000131435,21.590813000329945
A.MOV,9,A,True,G,0.9427062273025512,False,G,False,False,False,True,14.177203000031112,0.0062500000694853,0.2006919999075762,7.269945999951233,0.1265600001261191,21.780651000085527
A.MOV,10,A,True,G,0.8932348489761353,False,G,False,False,False,True,14.358916999981377,0.0078620000749651,0.1941279999755352,7.203415000049063,0.1265690000309405,21.89089100011188
A.MOV,11,A,True,G,0.8766481876373291,False,G,False,False,False,True,14.44177700000182,0.0074869999480142,0.1884509999854344,7.394784999860349,0.1336919999630481,22.166191999758663
A.MOV,12,A,True,G,0.9189394116401672,False,G,False,False,False,True,14.126335000014478,0.0082310000379948,0.1895460000014281,7.483602999855066,0.1423080000222398,21.950022999931207
A.MOV,13,A,True,G,0.9411056041717528,False,G,False,False,False,True,14.28153899996687,0.0072600000748934,0.1911080000809306,7.392299000002822,0.1562740001190832,22.0284800002446
A.MOV,14,A,True,G,0.9206496477127076,False,G,False,False,False,True,14.289427000107937,0.0057290001223009,0.1871990000381629,7.184726999867053,0.1277060000575147,21.79478800019297
A.MOV,15,A,True,G,0.9386946558952332,False,G,False,False,False,True,14.483447999964485,0.0064920000113488,0.1878960001704399,7.319204999930662,0.1302999999097664,22.1273409999867
A.MOV,16,A,True,G,0.90621817111969,False,G,False,False,False,True,14.056929000048513,0.0065449999055999,0.1949400000285095,7.352798000056282,0.1300399999308865,21.74125199996979
A.MOV,17,A,True,G,0.927374303340912,False,G,False,False,False,True,14.197462999959498,0.0071700001171848,0.2004069999657076,7.53941599987229,0.1284209999994345,22.072876999914115
A.MOV,18,A,True,G,0.9701279401779176,False,G,False,False,False,True,14.020765999930518,0.0080209999850922,0.1852800000960996,7.386859000007462,0.1289300000735238,21.72985600009269
A.MOV,19,A,True,G,0.9633797407150269,False,G,False,False,False,True,14.262819000009586,0.006592999852728,0.2016690000345988,7.293470999911733,0.1283809999677032,21.89293299977635
A.MOV,20,A,True,G,0.9377938508987428,False,G,False,False,False,True,14.504838999982894,0.0078539999321947,0.1982839999072894,7.38688399997045,0.1430929999060026,22.24095399969883
A.MOV,21,A,True,G,0.938637912273407,False,G,False,False,False,True,14.23502800003007,0.0079650001225672,0.1883639999959996,7.496767000020554,0.1346760000160429,22.062800000185234
A.MOV,22,A,True,G,0.972490668296814,False,G,False,False,False,True,14.342306000003193,0.0071859999479784,0.1887019998321193,7.385502000033739,0.1467870001761184,22.070482999993143
A.MOV,23,A,True,H,0.418605625629425,False,H,False,False,False,True,13.942770999960883,0.0072740001542115,0.1875119999112939,7.416582999894672,0.1303910000842734,21.684531000005336
A.MOV,24,A,True,H,0.5156397223472595,False,H,False,False,False,True,14.000928999962523,0.007735000053799,0.1860699999269854,7.311696000215306,0.1549469998280983,21.661376999986715
A.MOV,25,A,True,H,0.6156448125839233,False,H,False,False,False,True,14.040380999972513,0.0073690000590431,0.1891029999114835,7.346578999886333,0.130392000073698,21.71382399990307
A.MOV,26,A,True,G,0.8001786470413208,False,G,False,False,False,True,13.940348999994969,0.0113370001599832,0.2521270000670483,7.32618300003196,0.1286879999042867,21.65868400015825
A.MOV,27,A,True,G,0.9904304146766664,False,G,False,False,False,True,14.0104470000324,0.0068849999479425,0.1901059999909193,7.166180000012901,0.124420000020109,21.49803800000427
A.MOV,28,A,True,G,0.9683958292007446,False,G,False,False,False,True,14.139451000005463,0.0069499999426625,0.2140999999937776,7.182026999998925,0.1250640000307612,21.66759199997159
A.MOV,29,A,True,G,0.9774566292762756,False,G,False,False,False,True,14.012523000019428,0.0072989998898265,0.191311999969912,7.298774999981106,0.142305000053966,21.65221399991424
A.MOV,30,A,True,G,0.9864693880081176,False,G,False,False,False,True,14.238675999990846,0.0065750000430853,0.1933160001499345,7.425990999990972,0.1256259999991016,21.99018400017394
