video,frame_idx,true_label,stage1_detected,pred_label,pred_conf,correct_strict,pred_label_operational,correct_operational,operational_nothing_policy_applied,localization_failure,recognition_failure,stage1_latency_ms,roi_crop_ms,preprocess_ms,model_call_ms,postprocess_ms,component_sum_e2e_ms
A.MOV,0,A,True,T,0.7349799871444702,False,T,False,False,False,True,7144.13352699998,0.0068620000774899,3.146825999920111,282.812392999972,0.0236759999552305,7430.123283999905
A.MOV,1,A,True,T,0.5080578327178955,False,T,False,False,False,True,16.098302000017384,0.0077480000300056,0.7810900000322363,287.4267240000563,0.0179219999836277,304.3317860001196
A.MOV,2,A,True,T,0.7516881823539734,False,T,False,False,False,True,15.95690800002103,0.0068159999955241,0.7237209999857441,284.76634499998,0.0167770000416567,301.47056700002395
A.MOV,3,A,True,T,0.7509376406669617,False,T,False,False,False,True,15.504192000008745,0.0080759999718793,0.4819389999966006,280.5471919999718,0.0170419999676596,296.5584409999167
A.MOV,4,A,True,T,0.5121880769729614,False,T,False,False,False,True,14.527304000012007,0.0082100000327045,0.4753480000090349,283.91114199996537,0.0167199999623335,298.93872399998145
A.MOV,5,A,True,T,0.5201396942138672,False,T,False,False,False,True,14.215843999977553,0.0072220000220113,0.4364240000995778,277.3105630000145,0.0155729999278264,291.9856260000415
A.MOV,6,A,True,T,0.5826173424720764,False,T,False,False,False,True,14.174013999991075,0.0071630000775257,0.4388920000337748,280.54401500003223,0.0179050000497227,295.1819890001844
A.MOV,7,A,True,X,0.4899973571300506,False,X,False,False,False,True,14.517385999994303,0.0075059999744553,0.4871319999892876,281.38506099992355,0.0167489999967074,296.4138339998783
A.MOV,8,A,True,T,0.7221885919570923,False,T,False,False,False,True,14.56688499999359,0.0087160000248331,0.4579249999778767,277.77775899994595,0.0177609999809646,292.8290459999232
A.MOV,9,A,True,T,0.4299200773239136,False,T,False,False,False,True,14.002902000015638,0.0084370000195121,0.7861510000566341,284.372545999986,0.01606199998605,299.1860980000638
A.MOV,10,A,True,T,0.5848438739776611,False,T,False,False,False,True,13.985996999991812,0.0061449999293472,0.721065999982784,282.48964500005513,0.0166290000152002,297.2194819999743
A.MOV,11,A,True,X,0.4908176064491272,False,X,False,False,False,True,14.276258999984748,0.0079920000644051,0.4843420000497644,283.91654500001096,0.0175110000100175,298.7026490001199
A.MOV,12,A,True,X,0.3978497087955475,False,X,False,False,False,True,14.20429899999931,0.0099220000038258,0.4912079999712659,286.5390899999056,0.018847000092137,301.26336599997217
A.MOV,13,A,True,X,0.6884703040122986,False,X,False,False,False,True,14.87058899999738,0.0068690000034621,0.4681070000742693,286.2222960000054,0.0175359999730062,301.5853970000535
A.MOV,14,A,True,X,0.4135047197341919,False,X,False,False,False,True,15.299986000002264,0.0077509999982794,0.4952079999611669,285.8125200000359,0.0202170000420665,301.63568200003965
A.MOV,15,A,True,X,0.5159897208213806,False,X,False,False,False,True,13.972996000006788,0.0089780000962491,0.4932360000111657,286.5966630000685,0.0197370000023511,301.091610000185
A.MOV,16,A,True,X,0.4538946151733398,False,X,False,False,False,True,14.170427999999902,0.0085259999877962,0.4594480000150724,325.89408800004094,0.0184340000259908,340.5509240000697
A.MOV,17,A,True,X,0.5898499488830566,False,X,False,False,False,True,14.130785000020296,0.0091279999878679,0.5133409999871219,284.5869189999348,0.0210299999707785,299.2612029999009
A.MOV,18,A,True,X,0.5951595902442932,False,X,False,False,False,True,14.422365000001491,0.0072169999612015,0.7894029999988561,278.6575479999556,0.0174150000020745,293.8939479999192
A.MOV,19,A,True,X,0.6146250367164612,False,X,False,False,False,True,14.28898600002526,0.0063060000456971,0.7027379999726691,284.0333479999799,0.0168700000813259,299.0482480001049
A.MOV,20,A,True,X,0.425473541021347,False,X,False,False,False,True,14.052356999997071,0.0068690000034621,0.7057789999862507,277.80636299996786,0.0173329999597626,292.5887009999144
A.MOV,21,A,True,T,0.3318583071231842,False,T,False,False,False,True,14.350505000010116,0.0067780000563288,0.423421000050439,276.4943539999649,0.0173629999835611,291.29242100006536
