video,frame_idx,true_label,stage1_detected,pred_label,pred_conf,correct_strict,pred_label_operational,correct_operational,operational_nothing_policy_applied,localization_failure,target_detection_failure,recognition_failure,target_x1,target_y1,target_x2,target_y2,target_iou_with_prev_detected_pair,target_iou_with_prev_zero_missing,stage1_latency_ms,roi_crop_ms,target_preprocess_ms,target_model_call_ms,target_postprocess_ms,component_sum_e2e_ms
A.MOV,0,A,True,X,0.9303132891654968,False,X,False,False,False,False,True,901.3192863464355,219.9079818725586,1125.3170471191406,443.9057312011719,,,7144.13352699998,0.0063520001276629,0.3113289994871593,2291.5425350001897,0.5160450000403216,9436.509787999825
A.MOV,1,A,True,X,0.9238972067832948,False,X,False,False,False,False,True,896.3310222625732,219.9968490600586,1120.3287658691406,443.9945983886719,0.9556895594645108,0.9556895594645108,16.098302000017384,0.0058570003602653,0.2745690007941448,35.28513800029032,0.3277109999544336,51.99157700141655
A.MOV,2,A,True,X,0.9017364382743835,False,X,False,False,False,False,True,895.3681659698486,223.91285514831543,1119.3659362792969,447.9106140136719,0.9575109168029462,0.9575109168029462,15.95690800002103,0.0067139999373466,0.1846209997893311,34.57922100005817,0.2949290001197369,51.022392999925614
A.MOV,3,A,True,X,0.8287167549133301,False,X,False,False,False,False,True,882.3300743103027,225.9151782989502,1106.3278350830078,449.9129333496094,0.8750730977666935,0.8750730977666935,15.504192000008745,0.0065249996623606,0.2198749998569837,38.70700700008456,0.3119299999525537,54.7495289995652
A.MOV,4,A,True,X,0.8862693905830383,False,X,False,False,False,False,True,878.3302211761475,228.7584657669068,1102.3279724121094,452.7562255859375,0.9411380725868684,0.9411380725868684,14.527304000012007,0.0062299995988723,0.2128769992850721,35.274624000521726,0.306437000290316,50.327471999708
A.MOV,5,A,True,X,0.8609148263931274,False,X,False,False,False,False,True,872.4096088409424,233.7041721343994,1096.4073791503906,457.7019348144531,0.9085295034937698,0.9085295034937698,14.215843999977553,0.0074720001066452,0.2254990004075807,35.68320500016853,0.5105339996589464,50.64255400031925
A.MOV,6,A,True,X,0.908266305923462,False,X,False,False,False,False,True,869.3846817016602,233.70838451385492,1093.3824462890625,457.7061309814453,0.9733152482582234,0.9733152482582234,14.174013999991075,0.0060969996411586,0.1843059999373508,35.21969999928842,0.3001690001838142,49.88428599904182
A.MOV,7,A,True,X,0.8790269494056702,False,X,False,False,False,False,True,870.350996017456,230.7384452819824,1094.3487396240234,454.7362060546875,0.965572098598027,0.965572098598027,14.517385999994303,0.0055570008044014,0.2400489993306109,34.03889200035337,0.3219529999114456,49.12383700039413
A.MOV,8,A,True,X,0.8861637711524963,False,X,False,False,False,False,True,871.3918380737305,227.6719617843628,1095.3895874023438,451.6697082519531,0.9641100308236304,0.9641100308236304,14.56688499999359,0.0060350002968334,0.1925579999806359,34.10580299987487,0.2897000003940775,49.160981000540005
A.MOV,9,A,True,X,0.799241304397583,False,X,False,False,False,False,True,877.4388084411621,223.65385055541992,1101.4365692138672,447.651611328125,0.9148841808069984,0.9148841808069984,14.002902000015638,0.0060749998738174,0.183680999725766,35.13686099995539,0.3273030006312183,49.65682200020183
A.MOV,10,A,True,X,0.8015052676200867,False,X,False,False,False,False,True,885.4171924591064,222.75239086151123,1109.4149627685547,446.7501373291016,0.9240032845238562,0.9240032845238562,13.985996999991812,0.0058269997680326,0.2049800004897406,35.120163999636134,0.2976030000354512,49.61457099992117
A.MOV,11,A,True,X,0.8528320789337158,False,X,False,False,False,False,True,888.4185943603516,221.7505283355713,1112.4163513183594,445.748291015625,0.9649996244889534,0.9649996244889534,14.276258999984748,0.0065240001276833,0.183963999916159,33.985183000368124,0.2885309995690477,48.74046099996576
A.MOV,12,A,True,X,0.8502749800682068,False,X,False,False,False,False,True,890.3857231140137,222.71755027771,1114.3834838867188,446.7153015136719,0.9742146076158796,0.9742146076158796,14.20429899999931,0.0072920001912279,0.1884330004031653,36.365407999255694,0.3232290000596549,51.08866099990905
A.MOV,13,A,True,X,0.8468233942985535,False,X,False,False,False,False,True,884.4548835754395,218.6379556655884,1108.45263671875,442.6357116699219,0.9153278168555736,0.9153278168555736,14.87058899999738,0.0079729998105904,0.1890559997264063,35.37770399998408,0.2944119996755034,50.73973399919396
A.MOV,14,A,True,X,0.9024961590766908,False,X,False,False,False,False,True,885.3855361938477,219.6763210296631,1109.38330078125,443.674072265625,0.982610322649208,0.982610322649208,15.299986000002264,0.0078989996836753,0.183983999704651,34.37400999973761,0.2903829999922891,50.15626199912049
A.MOV,15,A,True,X,0.9169853925704956,False,X,False,False,False,False,True,883.3699951171875,220.7247467041016,1107.3677520751953,444.7225036621094,0.973093955610414,0.973093955610414,13.972996000006788,0.0062749995777267,0.1841530001911451,34.82497400000284,0.28106499939895,49.26946299917745
A.MOV,16,A,True,X,0.9051567316055298,False,X,False,False,False,False,True,885.3708629608154,220.67634105682373,1109.3686065673828,444.67408752441406,0.9818724128480134,0.9818724128480134,14.170427999999902,0.0075489997470867,0.1855760001490125,34.4210329994894,0.2877219994843472,49.07230799886975
A.MOV,17,A,True,X,0.8875163197517395,False,X,False,False,False,False,True,882.4201164245605,219.66275596618647,1106.4178771972656,443.6605072021485,0.965334583461864,0.965334583461864,14.130785000020296,0.0077590002547367,0.2331860005142516,36.37968800012459,0.2843169995685457,51.03573500048242
